#          BLOCK:      ACTUAL_KE:         KE_AVE:          ERROR:
             163         2.65486         3.17883       0.0138226
             164         2.62651         3.17546       0.0141427
             165          2.5994         3.17197       0.0144815
             166         2.57372         3.16836       0.0148359
             167         2.54967         3.16466       0.0152026
             168         2.52744         3.16087       0.0155781
             169         2.50721           3.157       0.0159588
             170         2.48915         3.15307       0.0163413
             171         2.47341         3.14909       0.0167221
             172         2.46012         3.14509       0.0170979
             173         2.44939         3.14107       0.0174656
             174         2.44131         3.13705       0.0178222
             175         2.43594         3.13304       0.0181651
             176         2.43333         3.12906       0.0184918
             177         2.43348         3.12513       0.0188003
             178         2.43637         3.12126       0.0190887
             179         2.44199         3.11747       0.0193556
             180         2.45024         3.11376       0.0195998
             181         2.46106         3.11016       0.0198205
             182         2.47433         3.10666       0.0200171
             183         2.48993         3.10329       0.0201894
             184         2.50771         3.10006       0.0203375
             185          2.5275         3.09696       0.0204617
             186         2.54915         3.09402       0.0205626
             187         2.57247         3.09123       0.0206409
             188         2.59727          3.0886       0.0206977
             189         2.62338         3.08614        0.020734
             190         2.65059         3.08385       0.0207512
             191         2.67872         3.08172       0.0207507
             192         2.70759         3.07978       0.0207339
             193         2.73703           3.078       0.0207024
             194         2.76685          3.0764       0.0206577
             195          2.7969         3.07496       0.0206014
             196         2.82704          3.0737       0.0205351
             197          2.8571          3.0726       0.0204603
             198         2.88698         3.07166       0.0203784
             199         2.91655         3.07088       0.0202909
             200         2.94571         3.07026       0.0201991
             201         2.97435         3.06978       0.0201043
             202         3.00241         3.06945       0.0200075
             203         3.02981         3.06925       0.0199099
             204         3.05648         3.06919       0.0198124
             205         3.08239         3.06925       0.0197159
             206         3.10748         3.06944        0.019621
             207         3.13173         3.06974       0.0195285
             208         3.15511         3.07015        0.019439
             209         3.17761         3.07066       0.0193528
             210         3.19922         3.07127       0.0192703
             211         3.21993         3.07198       0.0191918
             212         3.23975         3.07277       0.0191176
             213         3.25869         3.07364       0.0190478
             214         3.27676         3.07459       0.0189824
             215         3.29397         3.07561       0.0189215
             216         3.31034          3.0767       0.0188651
             217          3.3259         3.07785       0.0188131
             218         3.34065         3.07905       0.0187654
             219         3.35464         3.08031       0.0187218
             220         3.36788         3.08162       0.0186823
             221         3.38041         3.08297       0.0186466
             222         3.39224         3.08436       0.0186146
             223         3.40341          3.0858        0.018586
             224         3.41395         3.08726       0.0185607
             225         3.42388         3.08876       0.0185384
             226         3.43323         3.09028       0.0185189
             227         3.44203         3.09183       0.0185021
             228         3.45031          3.0934       0.0184876
             229          3.4581         3.09499       0.0184753
             230         3.46541         3.09661       0.0184651
             231         3.47228         3.09823       0.0184566
             232         3.47872         3.09987       0.0184498
             233         3.48477         3.10152       0.0184444
             234         3.49044         3.10319       0.0184403
             235         3.49576         3.10486       0.0184373
             236         3.50074         3.10653       0.0184354
             237         3.50541         3.10822       0.0184342
             238         3.50978          3.1099       0.0184338
             239         3.51388         3.11159        0.018434
             240         3.51771         3.11329       0.0184347
             241          3.5213         3.11498       0.0184358
             242         3.52466         3.11667       0.0184372
             243          3.5278         3.11836       0.0184388
             244         3.53073         3.12005       0.0184405
             245         3.53347         3.12174       0.0184423
             246         3.53603         3.12343       0.0184441
             247         3.53842         3.12511       0.0184457
             248         3.54064         3.12678       0.0184473
             249         3.54271         3.12845       0.0184487
             250         3.54464         3.13012       0.0184499
             251         3.54642         3.13177       0.0184508
             252         3.54808         3.13343       0.0184513
             253         3.54961         3.13507       0.0184516
             254         3.55101         3.13671       0.0184515
             255          3.5523         3.13834        0.018451
             256         3.55348         3.13996         0.01845
             257         3.55455         3.14157       0.0184486
             258         3.55552         3.14318       0.0184467
             259         3.55638         3.14477       0.0184444
             260         3.55714         3.14636       0.0184415
             261          3.5578         3.14794       0.0184381
             262         3.55837          3.1495       0.0184342
             263         3.55884         3.15106       0.0184296
             264         3.55922         3.15261       0.0184246
             265          3.5595         3.15414       0.0184189
             266         3.55969         3.15567       0.0184127
             267         3.55979         3.15718       0.0184058
             268         3.55979         3.15868       0.0183983
             269          3.5597         3.16017       0.0183902
             270         3.55951         3.16165       0.0183815
             271         3.55923         3.16312       0.0183721
             272         3.55884         3.16457       0.0183621
             273         3.55836         3.16602       0.0183514
             274         3.55777         3.16745         0.01834
             275         3.55708         3.16886        0.018328
             276         3.55629         3.17027       0.0183153
             277         3.55538         3.17166       0.0183018
             278         3.55435         3.17303       0.0182877
             279         3.55321          3.1744       0.0182729
             280         3.55195         3.17574       0.0182573
             281         3.55055         3.17708        0.018241
             282         3.54903          3.1784       0.0182239
             283         3.54736          3.1797       0.0182061
             284         3.54554         3.18099       0.0181875
             285         3.54357         3.18226       0.0181681
             286         3.54144         3.18352        0.018148
             287         3.53913         3.18476        0.018127
             288         3.53664         3.18598       0.0181052
             289         3.53396         3.18718       0.0180825
             290         3.53107         3.18837        0.018059
             291         3.52797         3.18953       0.0180346
             292         3.52463         3.19068       0.0180093
             293         3.52104         3.19181       0.0179831
             294          3.5172         3.19292        0.017956
             295         3.51307           3.194       0.0179279
             296         3.50864         3.19506       0.0178988
             297          3.5039          3.1961       0.0178687
             298         3.49881         3.19712       0.0178376
             299         3.49336         3.19811       0.0178054
             300         3.48753         3.19908       0.0177722
             301         3.48129         3.20001       0.0177379
             302         3.47462         3.20092       0.0177024
             303         3.46749          3.2018       0.0176658
             304         3.45987         3.20265       0.0176281
             305         3.45174         3.20347       0.0175892
             306         3.44308         3.20425       0.0175492
             307         3.43384           3.205       0.0175079
             308         3.42402         3.20571       0.0174655
             309         3.41358         3.20638        0.017422
             310         3.40251         3.20702       0.0173772
             311         3.39078         3.20761       0.0173314
             312         3.37838         3.20815       0.0172845
             313         3.36529         3.20866       0.0172366
             314         3.35152         3.20911       0.0171877
             315         3.33705         3.20952       0.0171379
             316         3.32189         3.20987       0.0170874
             317         3.30607         3.21018       0.0170362
             318         3.28959         3.21043       0.0169844
             319          3.2725         3.21062       0.0169323
             320         3.25484         3.21076       0.0168799
             321         3.23666         3.21084       0.0168275
             322         3.21804         3.21086       0.0167753
             323         3.19905         3.21082       0.0167234
             324         3.17978         3.21073       0.0166721
             325         3.16034         3.21057       0.0166215
             326         3.14085         3.21036       0.0165719
             327         3.12143         3.21009       0.0165234
             328         3.10222         3.20976       0.0164763
             329         3.08335         3.20938       0.0164307
             330         3.06498         3.20894       0.0163868
             331         3.04726         3.20845       0.0163445
             332         3.03033         3.20791       0.0163041
             333         3.01434         3.20733       0.0162655
             334         2.99942         3.20671       0.0162287
             335          2.9857         3.20605       0.0161937
             336         2.97331         3.20536       0.0161603
             337         2.96234         3.20464       0.0161284
             338         2.95288         3.20389       0.0160979
             339         2.94499         3.20313       0.0160685
             340         2.93873         3.20235         0.01604
             341         2.93413         3.20156       0.0160123
             342         2.93119         3.20077        0.015985
             343         2.92991         3.19998       0.0159579
             344         2.93025          3.1992       0.0159307
             345         2.93217         3.19842       0.0159033
             346         2.93561         3.19766       0.0158755
             347         2.94049         3.19692        0.015847
             348         2.94672          3.1962       0.0158178
             349          2.9542         3.19551       0.0157877
             350         2.96282         3.19485       0.0157566
             351         2.97247         3.19421       0.0157244
             352         2.98302         3.19361       0.0156912
             353         2.99436         3.19305       0.0156569
             354         3.00636         3.19252       0.0156215
             355          3.0189         3.19203       0.0155852
             356         3.03186         3.19158       0.0155479
             357         3.04512         3.19117       0.0155097
             358         3.05859          3.1908       0.0154708
             359         3.07215         3.19047       0.0154313
             360         3.08571         3.19018       0.0153912
             361         3.09917         3.18993       0.0153506
             362         3.11247         3.18971       0.0153097
             363         3.12552         3.18954       0.0152685
             364         3.13827          3.1894       0.0152272
             365         3.15067         3.18929       0.0151859
             366         3.16265         3.18922       0.0151445
             367         3.17419         3.18918       0.0151033
             368         3.18527         3.18917       0.0150623
             369         3.19584         3.18918       0.0150215
             370          3.2059         3.18923        0.014981
             371         3.21545          3.1893       0.0149407
             372         3.22447         3.18939       0.0149009
             373         3.23296         3.18951       0.0148614
             374         3.24094         3.18965       0.0148223
             375         3.24842         3.18981       0.0147836
             376         3.25541         3.18998       0.0147453
             377         3.26192         3.19017       0.0147074
             378         3.26797         3.19038         0.01467
             379          3.2736          3.1906       0.0146329
             380         3.27881         3.19083       0.0145962
             381         3.28364         3.19107         0.01456
             382         3.28811         3.19133       0.0145241
             383         3.29225         3.19159       0.0144885
             384         3.29607         3.19186       0.0144533
             385         3.29961         3.19214       0.0144185
             386         3.30289         3.19243        0.014384
             387         3.30593         3.19272       0.0143498
             388         3.30876         3.19302        0.014316
             389         3.31139         3.19332       0.0142824
             390         3.31385         3.19363       0.0142491
             391         3.31616         3.19395       0.0142161
             392         3.31833         3.19426       0.0141834
             393         3.32039         3.19459       0.0141509
             394         3.32233         3.19491       0.0141187
             395         3.32419         3.19524       0.0140868
             396         3.32596         3.19557       0.0140551
             397         3.32767          3.1959       0.0140236
             398         3.32931         3.19623       0.0139924
             399          3.3309         3.19657       0.0139614
             400         3.33243         3.19691       0.0139306
             401         3.33393         3.19725       0.0139001
             402         3.33538          3.1976       0.0138697
             403         3.33679         3.19794       0.0138396
             404         3.33816         3.19829       0.0138097
             405         3.33949         3.19864         0.01378
             406         3.34078         3.19899       0.0137505
             407         3.34203         3.19934       0.0137212
             408         3.34324         3.19969       0.0136921
             409         3.34439         3.20005       0.0136632
             410          3.3455          3.2004       0.0136345
             411         3.34655         3.20076        0.013606
             412         3.34753         3.20111       0.0135776
             413         3.34846         3.20147       0.0135494
             414         3.34931         3.20183       0.0135214
             415         3.35008         3.20218       0.0134935
             416         3.35077         3.20254       0.0134658
             417         3.35137          3.2029       0.0134383
             418         3.35187         3.20325       0.0134108
             419         3.35228         3.20361       0.0133835
             420         3.35258         3.20397       0.0133564
             421         3.35277         3.20432       0.0133293
             422         3.35285         3.20467       0.0133024
             423          3.3528         3.20502       0.0132755
             424         3.35263         3.20537       0.0132488
             425         3.35233         3.20571       0.0132221
             426         3.35189         3.20606       0.0131955
             427         3.35132          3.2064        0.013169
             428          3.3506         3.20673       0.0131426
             429         3.34975         3.20707       0.0131162
             430         3.34874          3.2074       0.0130898
             431          3.3476         3.20772       0.0130635
             432          3.3463         3.20804       0.0130372
             433         3.34485         3.20836       0.0130109
             434         3.34326         3.20867       0.0129846
             435         3.34152         3.20898       0.0129584
             436         3.33963         3.20928       0.0129321
             437          3.3376         3.20957       0.0129058
             438         3.33542         3.20986       0.0128796
             439         3.33311         3.21014       0.0128533
             440         3.33066         3.21041        0.012827
             441         3.32808         3.21068       0.0128007
             442         3.32538         3.21094       0.0127744
             443         3.32256         3.21119        0.012748
             444         3.31963         3.21143       0.0127216
             445         3.31659         3.21167       0.0126952
             446         3.31345          3.2119       0.0126688
             447         3.31023         3.21212       0.0126424
             448         3.30692         3.21233        0.012616
             449         3.30354         3.21253       0.0125895
             450         3.30009         3.21273        0.012563
             451          3.2966         3.21291       0.0125365
             452         3.29305         3.21309       0.0125101
             453         3.28946         3.21326       0.0124836
             454         3.28585         3.21342       0.0124571
             455         3.28221         3.21357       0.0124306
             456         3.27856         3.21371       0.0124042
             457         3.27489         3.21385       0.0123778
             458         3.27122         3.21397       0.0123514
             459         3.26755         3.21409        0.012325
             460         3.26388          3.2142       0.0122987
             461         3.26022          3.2143       0.0122724
             462         3.25656         3.21439       0.0122462
             463         3.25291         3.21447         0.01222
             464         3.24926         3.21455       0.0121939
             465         3.24562         3.21461       0.0121679
             466         3.24197         3.21467       0.0121419
             467         3.23832         3.21472        0.012116
             468         3.23467         3.21477       0.0120902
             469         3.23099          3.2148       0.0120645
             470          3.2273         3.21483       0.0120389
             471         3.22358         3.21485       0.0120133
             472         3.21983         3.21486       0.0119879
             473         3.21605         3.21486       0.0119625
             474         3.21222         3.21485       0.0119373
             475         3.20835         3.21484       0.0119122
             476         3.20443         3.21482       0.0118871
             477         3.20046         3.21479       0.0118623
             478         3.19644         3.21475       0.0118375
             479         3.19236          3.2147       0.0118129
             480         3.18823         3.21465       0.0117884
             481         3.18404         3.21458       0.0117641
             482         3.17981         3.21451       0.0117399
             483         3.17554         3.21443       0.0117159
             484         3.17123         3.21434        0.011692
             485         3.16689         3.21424       0.0116683
             486         3.16252         3.21414       0.0116448
             487         3.15814         3.21402       0.0116214
             488         3.15376          3.2139       0.0115983
             489         3.14938         3.21377       0.0115753
             490         3.14501         3.21363       0.0115525
             491         3.14068         3.21348         0.01153
             492         3.13638         3.21332       0.0115076
             493         3.13213         3.21316       0.0114854
             494         3.12795         3.21298       0.0114635
             495         3.12384          3.2128       0.0114417
             496         3.11981         3.21262       0.0114202
             497         3.11587         3.21242       0.0113989
             498         3.11204         3.21222       0.0113778
             499         3.10833         3.21201       0.0113569
             500         3.10473          3.2118       0.0113362
             501         3.10127         3.21158       0.0113157
             502         3.09795         3.21135       0.0112954
             503         3.09476         3.21112       0.0112753
             504         3.09173         3.21088       0.0112555
             505         3.08886         3.21064       0.0112358
             506         3.08614         3.21039       0.0112163
             507         3.08358         3.21014       0.0111969
             508         3.08119         3.20989       0.0111778
             509         3.07896         3.20963       0.0111588
             510         3.07689         3.20937       0.0111399
             511         3.07499         3.20911       0.0111212
             512         3.07325         3.20884       0.0111027
             513         3.07167         3.20858       0.0110842
             514         3.07026         3.20831       0.0110659
             515           3.069         3.20804       0.0110478
             516         3.06789         3.20777       0.0110297
             517         3.06694         3.20749       0.0110117
             518         3.06613         3.20722       0.0109938
             519         3.06546         3.20695        0.010976
             520         3.06493         3.20667       0.0109583
             521         3.06454          3.2064       0.0109407
             522         3.06427         3.20613       0.0109231
             523         3.06413         3.20586       0.0109056
             524         3.06411         3.20559       0.0108882
             525         3.06421         3.20532       0.0108707
             526         3.06442         3.20505       0.0108534
             527         3.06473         3.20478        0.010836
             528         3.06515         3.20452       0.0108188
             529         3.06566         3.20426       0.0108015
             530         3.06627           3.204       0.0107842
             531         3.06698         3.20374        0.010767
             532         3.06776         3.20348       0.0107498
             533         3.06863         3.20323       0.0107326
             534         3.06958         3.20298       0.0107154
             535          3.0706         3.20273       0.0106983
             536          3.0717         3.20249       0.0106811
             537         3.07286         3.20225       0.0106639
             538         3.07408         3.20201       0.0106468
             539         3.07535         3.20177       0.0106296
             540         3.07668         3.20154       0.0106125
             541         3.07806         3.20131       0.0105953
             542         3.07948         3.20109       0.0105781
             543         3.08093         3.20087        0.010561
             544         3.08241         3.20065       0.0105438
             545         3.08392         3.20043       0.0105266
             546         3.08544         3.20022       0.0105095
             547         3.08697         3.20002       0.0104923
             548          3.0885         3.19981       0.0104751
             549         3.09003         3.19961       0.0104579
             550         3.09154         3.19942       0.0104408
             551         3.09303         3.19922       0.0104236
             552         3.09449         3.19903       0.0104064
             553         3.09591         3.19885       0.0103893
             554         3.09728         3.19866       0.0103722
             555         3.09859         3.19848        0.010355
             556         3.09984         3.19831       0.0103379
             557         3.10101         3.19813       0.0103209
             558          3.1021         3.19796       0.0103038
             559          3.1031         3.19779       0.0102868
             560           3.104         3.19762       0.0102697
             561         3.10479         3.19746       0.0102528
             562         3.10546         3.19729       0.0102358
             563         3.10602         3.19713       0.0102189
             564         3.10646         3.19697       0.0102021
             565         3.10677         3.19681       0.0101853
             566         3.10694         3.19665       0.0101685
             567         3.10699         3.19649       0.0101518
             568          3.1069         3.19634       0.0101352
             569         3.10668         3.19618       0.0101186
             570         3.10633         3.19602       0.0101021
             571         3.10585         3.19586       0.0100856
             572         3.10525          3.1957       0.0100692
             573         3.10454         3.19555       0.0100529
             574         3.10372         3.19539       0.0100367
             575          3.1028         3.19522       0.0100205
             576          3.1018         3.19506       0.0100044
             577         3.10072          3.1949      0.00998841
             578         3.09958         3.19473      0.00997249
             579         3.09839         3.19457      0.00995665
             580         3.09717          3.1944       0.0099409
             581         3.09593         3.19423      0.00992524
             582         3.09468         3.19406      0.00990966
             583         3.09344         3.19389      0.00989416
             584         3.09222         3.19371      0.00987875
             585         3.09104         3.19354      0.00986342
             586          3.0899         3.19336      0.00984818
             587         3.08881         3.19318      0.00983301
             588         3.08779           3.193      0.00981792
             589         3.08684         3.19282      0.00980291
             590         3.08596         3.19264      0.00978796
             591         3.08515         3.19246      0.00977309
             592         3.08442         3.19228      0.00975829
             593         3.08376         3.19209      0.00974355
             594         3.08316         3.19191      0.00972887
             595         3.08263         3.19173      0.00971425
             596         3.08216         3.19154      0.00969969
             597         3.08173         3.19136      0.00968519
             598         3.08133         3.19118      0.00967074
             599         3.08096         3.19099      0.00965635
             600         3.08061         3.19081        0.009642
             601         3.08025         3.19062      0.00962772
             602         3.07989         3.19044      0.00961348
             603          3.0795         3.19026       0.0095993
             604         3.07907         3.19007      0.00958517
             605          3.0786         3.18989       0.0095711
             606         3.07807          3.1897      0.00955708
             607         3.07747         3.18952      0.00954312
             608          3.0768         3.18933      0.00952923
             609         3.07604         3.18915       0.0095154
             610          3.0752         3.18896      0.00950163
             611         3.07426         3.18877      0.00948794
             612         3.07322         3.18858      0.00947431
             613         3.07208         3.18839      0.00946076
             614         3.07084          3.1882      0.00944729
             615          3.0695         3.18801       0.0094339
             616         3.06806         3.18781      0.00942059
             617         3.06653         3.18762      0.00940738
             618         3.06491         3.18742      0.00939425
             619         3.06321         3.18722      0.00938122
             620         3.06144         3.18702      0.00936828
             621         3.05961         3.18681      0.00935544
             622         3.05773          3.1866       0.0093427
             623         3.05581         3.18639      0.00933006
             624         3.05388         3.18618      0.00931753
             625         3.05194         3.18597      0.00930509
             626         3.05001         3.18575      0.00929276
             627          3.0481         3.18553      0.00928053
             628         3.04625         3.18531      0.00926841
             629         3.04446         3.18508      0.00925638
             630         3.04275         3.18486      0.00924444
             631         3.04113         3.18463       0.0092326
             632         3.03964          3.1844      0.00922084
             633         3.03828         3.18417      0.00920916
             634         3.03707         3.18394      0.00919756
             635         3.03601          3.1837      0.00918602
             636         3.03513         3.18347      0.00917455
             637         3.03444         3.18324      0.00916313
             638         3.03394           3.183      0.00915175
             639         3.03363         3.18277      0.00914042
             640         3.03353         3.18254      0.00912911
             641         3.03363          3.1823      0.00911782
             642         3.03393         3.18207      0.00910655
             643         3.03443         3.18184      0.00909528
             644         3.03513         3.18161      0.00908401
             645         3.03601         3.18139      0.00907273
             646         3.03707         3.18117      0.00906143
             647          3.0383         3.18094      0.00905012
             648         3.03968         3.18073      0.00903878
             649         3.04121         3.18051      0.00902741
             650         3.04286          3.1803        0.009016
             651         3.04462         3.18009      0.00900456
             652         3.04648         3.17989      0.00899308
             653         3.04843         3.17969      0.00898156
             654         3.05043         3.17949         0.00897
             655         3.05249         3.17929       0.0089584
             656         3.05458          3.1791      0.00894677
             657         3.05669         3.17892      0.00893509
             658         3.05881         3.17873      0.00892337
             659         3.06093         3.17856      0.00891162
             660         3.06302         3.17838      0.00889984
             661          3.0651         3.17821      0.00888802
             662         3.06713         3.17804      0.00887618
             663         3.06913         3.17788      0.00886431
             664         3.07107         3.17772      0.00885242
             665         3.07296         3.17756      0.00884051
             666         3.07479          3.1774      0.00882859
             667         3.07655         3.17725      0.00881664
             668         3.07825         3.17711      0.00880469
             669         3.07987         3.17696      0.00879273
             670         3.08142         3.17682      0.00878076
             671         3.08289         3.17668      0.00876879
             672         3.08427         3.17654      0.00875682
             673         3.08557          3.1764      0.00874485
             674         3.08678         3.17627      0.00873289
             675          3.0879         3.17614      0.00872093
             676         3.08891         3.17601      0.00870899
             677         3.08982         3.17588      0.00869705
             678         3.09063         3.17576      0.00868514
             679         3.09132         3.17563      0.00867323
             680         3.09189         3.17551      0.00866135
             681         3.09234         3.17539       0.0086495
             682         3.09266         3.17527      0.00863766
             683         3.09286         3.17515      0.00862586
             684         3.09293         3.17503      0.00861409
             685         3.09287         3.17491      0.00860235
             686         3.09269         3.17479      0.00859064
             687         3.09239         3.17467      0.00857897
             688         3.09198         3.17455      0.00856735
             689         3.09147         3.17443      0.00855576
             690         3.09087         3.17431      0.00854422
             691         3.09019         3.17418      0.00853272
             692         3.08945         3.17406      0.00852127
             693         3.08866         3.17394      0.00850986
